REF_AREA,Reference area,MEASURE,Measure,TIME_PERIOD,OBS_VALUE
HRV,Croatia,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2019,24
HRV,Croatia,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2018,23.3
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2014,232.8
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2013,227.4
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2012,224.2
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2011,225.3
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2010,227.1
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2009,220.6
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2008,222
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2007,221.8
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2006,217.6
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2021,262.7
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2020,248.3
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2019,286.9
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2018,272.4
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2017,273.7
CHE,Switzerland,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2016,245.5
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2013,181.2
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2012,179.3
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2011,189.1
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2010,193.2
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2009,192.6
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2008,192.3
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2007,192.7
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2006,193.8
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2005,201.3
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2021,158.8
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2020,159.9
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2019,177.7
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2018,164.2
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2017,174.3
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2016,183.5
DNK,Denmark,ADMRCHFL,Congestive heart failure hospital admission,2015,186.7
TUR,Türkiye,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2016,373.6
TUR,Türkiye,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2015,343.3
FRA,France,ADMRDBUC,Diabetes hospital admission,2014,163.2
FRA,France,ADMRDBUC,Diabetes hospital admission,2013,184
FRA,France,ADMRDBUC,Diabetes hospital admission,2012,198.4
FRA,France,ADMRDBUC,Diabetes hospital admission,2011,202.6
FRA,France,ADMRDBUC,Diabetes hospital admission,2010,200
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2015,4.4
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2014,4.3
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2013,4.5
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2012,4.5
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2011,4.6
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2010,4.6
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2009,4.5
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2008,4.8
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2007,4.5
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2021,3.5
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2020,3.5
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2019,4.1
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2018,4.6
SWE,Sweden,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2017,4.3
ROU,Romania,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2014,453.7
ROU,Romania,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2021,100.2
ROU,Romania,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2020,143.2
ROU,Romania,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2019,355.4
ROU,Romania,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2018,388.9
ROU,Romania,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2017,414.2
ROU,Romania,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2016,411.3
FRA,France,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2012,3.7
FRA,France,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2011,3.7
FRA,France,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2010,3.9
FRA,France,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2015,4
FRA,France,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2014,3.9
FIN,Finland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,3.9
FIN,Finland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,4
FIN,Finland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,3.8
FIN,Finland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,4.2
FIN,Finland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,4.9
FIN,Finland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,3.7
FIN,Finland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,3.5
FIN,Finland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2010,3.9
FIN,Finland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2009,3.8
FIN,Finland,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,5.7
FRA,France,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,153.3
FRA,France,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,147.8
FRA,France,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,133.1
FRA,France,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,126.8
FRA,France,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,158.6
EST,Estonia,ADMRDBUC,Diabetes hospital admission,2014,143.8
EST,Estonia,ADMRDBUC,Diabetes hospital admission,2021,79.9
EST,Estonia,ADMRDBUC,Diabetes hospital admission,2020,98.1
EST,Estonia,ADMRDBUC,Diabetes hospital admission,2019,107.1
EST,Estonia,ADMRDBUC,Diabetes hospital admission,2018,103.3
EST,Estonia,ADMRDBUC,Diabetes hospital admission,2017,111.2
EST,Estonia,ADMRDBUC,Diabetes hospital admission,2016,123.4
EST,Estonia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,10
EST,Estonia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,8.9
EST,Estonia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,10
EST,Estonia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,10.2
EST,Estonia,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2020,9.2
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,120.2
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,113.4
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,135.1
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,136.8
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2008,132.5
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2007,165.4
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2006,166.4
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2005,181.2
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2004,184.1
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,87.3
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,93.8
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,104.1
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,101.9
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,102.9
CHL,Chile,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,105
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2010,3.1
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2009,3.2
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2008,3.5
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2007,3.3
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2006,3.6
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2005,3.7
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2004,3.8
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2003,4.1
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2002,4.1
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,2.5
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2020,2.5
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,2.5
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,2.7
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,1.7
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,2.5
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,2.8
ITA,Italy,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,3.1
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2008,186.5
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2007,205
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2006,201.6
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2005,216.2
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2004,245.5
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2003,270.8
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2002,246.5
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2001,306.4
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2000,285.3
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2022,2.2
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2017,106.3
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2016,108.3
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2015,104.2
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2014,128.6
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2013,128.8
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2012,147.3
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2011,148.7
CRI,Costa Rica,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2010,181.8
MLT,Malta,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2016,399.8
MLT,Malta,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2015,449.1
MLT,Malta,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2014,417.4
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,297.2
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,318.7
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,315.5
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,314
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,356.1
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,324.5
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,336.4
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,361.2
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2008,386.4
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,99.7
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,134.7
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,229.9
KOR,Korea,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,272.2
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,378.5
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,378.3
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,383.3
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,377.2
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,385.6
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,377
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2008,364.7
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2007,376.4
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2006,384.1
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,375
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,362.1
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,385.8
DNK,Denmark,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,381.8
FRA,France,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2012,117.3
FRA,France,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2011,105.5
FRA,France,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2010,97.8
FRA,France,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2015,128.8
FRA,France,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2014,121
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2007,289.8
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2006,318.4
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,121.8
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2005,358.5
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2004,389.6
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2003,436.9
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2002,469.5
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2001,532.2
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2000,570.5
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,139.4
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,180.7
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,172.8
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,194.8
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,179.6
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,197
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,199.6
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,205.3
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,227
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,220.2
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,229.4
FIN,Finland,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,247.7
JPN,Japan,ADMRASTH,Asthma hospital admission,2008,3.5
JPN,Japan,ADMRASTH,Asthma hospital admission,2005,5.2
JPN,Japan,ADMRASTH,Asthma hospital admission,2002,6.6
JPN,Japan,ADMRASTH,Asthma hospital admission,2020,0.7
JPN,Japan,ADMRASTH,Asthma hospital admission,2017,2.4
JPN,Japan,ADMRASTH,Asthma hospital admission,2014,2.5
AUS,Australia,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2015,279.1
AUS,Australia,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2014,270.4
AUS,Australia,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2013,269.7
AUS,Australia,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2012,273.5
AUS,Australia,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2011,272
AUS,Australia,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2020,272.5
AUS,Australia,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2019,270.3
AUS,Australia,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2018,279.1
AUS,Australia,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2017,275.6
NZL,New Zealand,ADMRCHFL,Congestive heart failure hospital admission,2013,225.8
NZL,New Zealand,ADMRCHFL,Congestive heart failure hospital admission,2012,227.8
NZL,New Zealand,ADMRCHFL,Congestive heart failure hospital admission,2011,226.7
NZL,New Zealand,ADMRCHFL,Congestive heart failure hospital admission,2010,232.8
NZL,New Zealand,ADMRCHFL,Congestive heart failure hospital admission,2009,234
NZL,New Zealand,ADMRCHFL,Congestive heart failure hospital admission,2008,221.4
NZL,New Zealand,ADMRCHFL,Congestive heart failure hospital admission,2007,229.6
NZL,New Zealand,ADMRCHFL,Congestive heart failure hospital admission,2006,235.5
NZL,New Zealand,ADMRCHFL,Congestive heart failure hospital admission,2005,231.3
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2008,213.3
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2007,213.3
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2006,217.1
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2005,218.6
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2004,212.5
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2003,210
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2002,205.3
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2001,203.3
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2000,199.9
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2021,141.5
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2020,132.5
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2019,170.8
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2018,163.1
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2017,160.6
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2016,139.4
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2014,203.8
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2013,202.7
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2012,201
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2011,203
BEL,Belgium,ADMRCHFL,Congestive heart failure hospital admission,2010,206
EST,Estonia,ADMRHYPT,Hypertension hospital admission,2014,164.9
EST,Estonia,ADMRHYPT,Hypertension hospital admission,2021,56.8
EST,Estonia,ADMRHYPT,Hypertension hospital admission,2020,85.3
EST,Estonia,ADMRHYPT,Hypertension hospital admission,2019,92
EST,Estonia,ADMRHYPT,Hypertension hospital admission,2018,99
EST,Estonia,ADMRHYPT,Hypertension hospital admission,2017,110.6
EST,Estonia,ADMRHYPT,Hypertension hospital admission,2016,127.6
TUR,Türkiye,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2016,4.1
TUR,Türkiye,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2015,3
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,275.9
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,279
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,280.8
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,285.6
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,285.1
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,279.2
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,274.6
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,275.4
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2008,269.4
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,211.8
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,207.5
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,259.1
NOR,Norway,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,254.9
LTU,Lithuania,ADMRHYPT,Hypertension hospital admission,2020,119.7
LTU,Lithuania,ADMRHYPT,Hypertension hospital admission,2019,225.2
LTU,Lithuania,ADMRHYPT,Hypertension hospital admission,2018,223.7
LTU,Lithuania,ADMRHYPT,Hypertension hospital admission,2017,230.8
LTU,Lithuania,ADMRHYPT,Hypertension hospital admission,2016,213.5
LTU,Lithuania,ADMRHYPT,Hypertension hospital admission,2015,201.8
LTU,Lithuania,ADMRHYPT,Hypertension hospital admission,2014,205.5
LTU,Lithuania,ADMRHYPT,Hypertension hospital admission,2013,194.5
LTU,Lithuania,ADMRHYPT,Hypertension hospital admission,2012,214.2
LTU,Lithuania,ADMRHYPT,Hypertension hospital admission,2022,134.4
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2007,254.9
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2006,223.5
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2021,109.7
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2005,248.3
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2004,227.3
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2003,245.8
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2002,235.7
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2001,203.9
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2000,229
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2020,124.9
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2019,190.8
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2018,201.4
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2017,187.8
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2016,180
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2015,203.3
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2014,195.7
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2013,197.1
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2012,213.1
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2011,219.1
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2010,221.5
ESP,Spain,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2009,236.6
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2009,344.5
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2008,357.9
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2007,373.6
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2006,403.2
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2005,405.4
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2004,411.3
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2003,408.8
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2002,431.7
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2001,438.1
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2021,168
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2020,165.3
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2019,232.3
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2018,230.7
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2017,288
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2016,261.6
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2015,270.8
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2014,289.9
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2013,307
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2012,308.8
ITA,Italy,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2011,320.4
LTU,Lithuania,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2020,482.6
LTU,Lithuania,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2019,732.7
