REF_AREA,Reference area,MEASURE,Medical technology,TIME_PERIOD,OBS_VALUE
FIN,Finland,MTU,Radiation therapy equipment,2015,10.4
FIN,Finland,MTU,Radiation therapy equipment,2014,9.89
FIN,Finland,MTU,Radiation therapy equipment,2013,9.56
FIN,Finland,MTU,Radiation therapy equipment,2012,9.6
FIN,Finland,MTU,Radiation therapy equipment,2011,9.65
FIN,Finland,MTU,Radiation therapy equipment,2010,8.95
FIN,Finland,MTU,Radiation therapy equipment,2009,8.8
FIN,Finland,MTU,Radiation therapy equipment,2008,8.66
FIN,Finland,MTU,Radiation therapy equipment,2007,8.7
FIN,Finland,MTU,Radiation therapy equipment,2006,8.93
FIN,Finland,MTU,Radiation therapy equipment,2005,8.77
FIN,Finland,MTU,Radiation therapy equipment,2004,8.8
FIN,Finland,MTU,Radiation therapy equipment,2003,9.02
FIN,Finland,MTU,Radiation therapy equipment,2002,8.84
FIN,Finland,MTU,Radiation therapy equipment,2001,8.67
FIN,Finland,MTU,Radiation therapy equipment,2000,8.69
FIN,Finland,MTU,Radiation therapy equipment,1999,8.91
FIN,Finland,MTU,Radiation therapy equipment,1998,8.93
FIN,Finland,MTU,Radiation therapy equipment,1997,8.56
FIN,Finland,MTU,Radiation therapy equipment,1996,8.98
FIN,Finland,MTU,Radiation therapy equipment,1995,8.61
FIN,Finland,MTU,Radiation therapy equipment,1994,8.84
FIN,Finland,MTU,Radiation therapy equipment,1993,8.69
FIN,Finland,MTU,Radiation therapy equipment,1992,9.12
FIN,Finland,MTU,Radiation therapy equipment,1991,9.77
FIN,Finland,MTU,Radiation therapy equipment,1990,10.03
FIN,Finland,MTU,Radiation therapy equipment,1989,10.27
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2023,33.45
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2022,33.12
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2021,31.22
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2020,30.56
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2019,28.79
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2018,27.37
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2017,27.05
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2016,25.48
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2015,25.91
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2014,23.25
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2013,22.06
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2012,21.61
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2011,20.23
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2010,18.65
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2009,15.73
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2008,15.62
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2007,15.31
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2006,15.19
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2005,14.68
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2004,13.96
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2003,13.04
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2002,12.5
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2001,10.99
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,2000,9.85
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1999,9.1
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1998,8.34
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1997,6.61
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1996,5.66
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1995,4.31
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1994,3.34
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1993,2.76
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1992,2.38
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1991,2.19
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1990,1.81
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1989,1.21
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1988,1.01
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1987,0.81
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1986,0.61
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1985,0.41
FIN,Finland,MTU,Magnetic resonance imaging (MRI) units,1984,0.2
FIN,Finland,MTU,Gamma cameras,2021,7.04
FIN,Finland,MTU,Gamma cameras,2018,7.61
FIN,Finland,MTU,Gamma cameras,2015,8.76
FIN,Finland,MTU,Gamma cameras,2013,8.46
FIN,Finland,MTU,Gamma cameras,2006,8.55
FIN,Finland,MTU,Gamma cameras,2003,10.93
FIN,Finland,MTU,Gamma cameras,2000,9.85
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2022,3.6
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2021,3.61
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2020,2.89
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2019,3.26
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2018,2.72
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2017,2.9
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2016,2.55
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2015,2.55
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2014,2.38
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2013,2.21
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2012,2.22
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2011,1.86
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2010,1.49
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2009,1.5
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2006,0.95
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2005,0.95
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2004,0.77
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2003,0.58
FIN,Finland,MTU,Positron emission tomography (PET) scanners,2002,0.38
FRA,France,MTU,Computed tomography (CT) scanners,2000,7.02
FRA,France,MTU,Computed tomography (CT) scanners,1999,7.25
FRA,France,MTU,Positron emission tomography (PET) scanners,2003,0.15
FRA,France,MTU,Positron emission tomography (PET) scanners,2002,0.08
FRA,France,MTU,Positron emission tomography (PET) scanners,2001,0.11
FRA,France,MTU,Positron emission tomography (PET) scanners,2000,0.15
FRA,France,MTU,Positron emission tomography (PET) scanners,1999,0.15
FRA,France,MTU,Positron emission tomography (PET) scanners,1998,0.15
FRA,France,MTU,Positron emission tomography (PET) scanners,2017,2.2
FRA,France,MTU,Positron emission tomography (PET) scanners,2016,2.08
FRA,France,MTU,Positron emission tomography (PET) scanners,2015,1.95
FRA,France,MTU,Positron emission tomography (PET) scanners,2014,1.63
FRA,France,MTU,Positron emission tomography (PET) scanners,2013,1.43
FRA,France,MTU,Positron emission tomography (PET) scanners,2012,1.36
FRA,France,MTU,Positron emission tomography (PET) scanners,2011,1.11
FRA,France,MTU,Positron emission tomography (PET) scanners,2010,0.91
FRA,France,MTU,Positron emission tomography (PET) scanners,2009,0.93
FRA,France,MTU,Positron emission tomography (PET) scanners,2008,0.83
FRA,France,MTU,Positron emission tomography (PET) scanners,2007,0.64
FRA,France,MTU,Positron emission tomography (PET) scanners,2006,0.47
FRA,France,MTU,Positron emission tomography (PET) scanners,2005,0.37
FRA,France,MTU,Positron emission tomography (PET) scanners,2004,0.24
FRA,France,MTU,Computed tomography (CT) scanners,1998,6.65
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2022,17.94
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2021,17.01
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2020,16.27
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2019,15.35
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2018,14.73
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2017,14.2
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2016,13.56
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2015,12.57
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2014,10.86
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2013,9.4
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2012,8.65
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2011,7.51
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2010,6.96
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2009,6.44
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2008,6.07
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2007,5.49
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2006,5.19
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2005,4.78
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2004,3.86
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2003,3.18
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2002,2.4
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2001,1.83
FRA,France,MTU,Magnetic resonance imaging (MRI) units,2000,1.65
FRA,France,MTU,Magnetic resonance imaging (MRI) units,1999,1.51
FRA,France,MTU,Magnetic resonance imaging (MRI) units,1998,1.18
FRA,France,MTU,Positron emission tomography (PET) scanners,2022,3.18
FRA,France,MTU,Positron emission tomography (PET) scanners,2021,3
FRA,France,MTU,Positron emission tomography (PET) scanners,2020,2.71
FRA,France,MTU,Positron emission tomography (PET) scanners,2019,2.48
FRA,France,MTU,Positron emission tomography (PET) scanners,2018,2.32
FRA,France,MTU,Gamma cameras,2022,6.95
FRA,France,MTU,Gamma cameras,2021,6.95
FRA,France,MTU,Gamma cameras,2020,6.89
FRA,France,MTU,Gamma cameras,2019,6.86
FRA,France,MTU,Gamma cameras,2018,6.94
FRA,France,MTU,Gamma cameras,2017,7.01
FRA,France,MTU,Gamma cameras,2016,6.93
FRA,France,MTU,Gamma cameras,2015,6.86
FRA,France,MTU,Gamma cameras,2014,5.75
FRA,France,MTU,Gamma cameras,2013,5.81
FRA,France,MTU,Gamma cameras,2012,5.79
FRA,France,MTU,Gamma cameras,2011,5.3
FRA,France,MTU,Gamma cameras,2010,5.16
FRA,France,MTU,Gamma cameras,2009,5.03
FRA,France,MTU,Gamma cameras,2008,4.83
FRA,France,MTU,Gamma cameras,2007,4.39
FRA,France,MTU,Gamma cameras,2006,4.57
FRA,France,MTU,Gamma cameras,2005,4.37
FRA,France,MTU,Gamma cameras,2004,4.32
FRA,France,MTU,Gamma cameras,2003,4.43
FRA,France,MTU,Gamma cameras,2002,4.25
FRA,France,MTU,Gamma cameras,2001,3.56
FRA,France,MTU,Gamma cameras,2000,2.73
FRA,France,MTU,Gamma cameras,1999,2.52
FRA,France,MTU,Gamma cameras,1998,2
FRA,France,MTU,Computed tomography (CT) scanners,2022,20.21
FRA,France,MTU,Computed tomography (CT) scanners,2021,19.53
FRA,France,MTU,Computed tomography (CT) scanners,2020,18.94
FRA,France,MTU,Computed tomography (CT) scanners,2019,18.14
FRA,France,MTU,Computed tomography (CT) scanners,2018,17.64
FRA,France,MTU,Computed tomography (CT) scanners,2017,17.36
FRA,France,MTU,Computed tomography (CT) scanners,2016,16.96
FRA,France,MTU,Computed tomography (CT) scanners,2015,16.58
FRA,France,MTU,Computed tomography (CT) scanners,2014,15.33
FRA,France,MTU,Computed tomography (CT) scanners,2013,14.5
FRA,France,MTU,Computed tomography (CT) scanners,2012,13.5
FRA,France,MTU,Computed tomography (CT) scanners,2011,12.54
FRA,France,MTU,Computed tomography (CT) scanners,2010,11.83
FRA,France,MTU,Computed tomography (CT) scanners,2009,11.09
FRA,France,MTU,Computed tomography (CT) scanners,2008,10.85
FRA,France,MTU,Computed tomography (CT) scanners,2007,10.33
FRA,France,MTU,Computed tomography (CT) scanners,2006,10.38
FRA,France,MTU,Computed tomography (CT) scanners,2005,10.02
FRA,France,MTU,Computed tomography (CT) scanners,2004,8.79
FRA,France,MTU,Computed tomography (CT) scanners,2003,8.08
FRA,France,MTU,Computed tomography (CT) scanners,2002,7.63
DEU,Germany,MTU,Computed tomography (CT) scanners,2021,36.49
DEU,Germany,MTU,Computed tomography (CT) scanners,2020,35.91
DEU,Germany,MTU,Computed tomography (CT) scanners,2005,29.51
DEU,Germany,MTU,Computed tomography (CT) scanners,2004,28.71
DEU,Germany,MTU,Computed tomography (CT) scanners,2003,27.55
DEU,Germany,MTU,Computed tomography (CT) scanners,2002,27.06
DEU,Germany,MTU,Computed tomography (CT) scanners,2001,25.19
DEU,Germany,MTU,Computed tomography (CT) scanners,2000,24.61
DEU,Germany,MTU,Computed tomography (CT) scanners,2019,35.26
DEU,Germany,MTU,Computed tomography (CT) scanners,2018,35.33
DEU,Germany,MTU,Computed tomography (CT) scanners,2017,35.13
DEU,Germany,MTU,Computed tomography (CT) scanners,2016,35.17
DEU,Germany,MTU,Computed tomography (CT) scanners,2015,35.09
DEU,Germany,MTU,Computed tomography (CT) scanners,2014,35.34
DEU,Germany,MTU,Computed tomography (CT) scanners,2013,33.72
DEU,Germany,MTU,Computed tomography (CT) scanners,2012,34.01
DEU,Germany,MTU,Computed tomography (CT) scanners,2011,33.48
DEU,Germany,MTU,Computed tomography (CT) scanners,2010,32.32
DEU,Germany,MTU,Computed tomography (CT) scanners,2009,31.24
DEU,Germany,MTU,Computed tomography (CT) scanners,2008,31.15
DEU,Germany,MTU,Computed tomography (CT) scanners,2007,29.73
DEU,Germany,MTU,Computed tomography (CT) scanners,2006,29.12
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2022,34.93
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2021,35.25
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2020,35.02
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2019,34.71
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2018,34.47
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2017,34.71
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2016,34.49
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2015,33.63
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2014,30.5
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2013,28.92
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2012,28.66
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2011,28.86
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2010,27.04
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2009,25.15
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2008,23.6
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2007,22.43
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2006,21.39
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2005,19.89
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2004,18.97
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2003,18.48
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2002,17.51
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2001,15.96
DEU,Germany,MTU,Magnetic resonance imaging (MRI) units,2000,14.32
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2021,33.78
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2020,33.55
GRC,Greece,MTU,Gamma cameras,2010,14.21
GRC,Greece,MTU,Gamma cameras,2009,13.6
GRC,Greece,MTU,Gamma cameras,2008,10.56
GRC,Greece,MTU,Gamma cameras,2007,9.96
GRC,Greece,MTU,Gamma cameras,2006,9.53
GRC,Greece,MTU,Gamma cameras,2005,8.74
GRC,Greece,MTU,Radiation therapy equipment,2006,5.35
GRC,Greece,MTU,Radiation therapy equipment,2005,5.37
GRC,Greece,MTU,Gamma cameras,2022,14.57
GRC,Greece,MTU,Gamma cameras,2021,14.57
GRC,Greece,MTU,Gamma cameras,2020,13.93
GRC,Greece,MTU,Gamma cameras,2019,13.62
GRC,Greece,MTU,Gamma cameras,2018,13.88
GRC,Greece,MTU,Gamma cameras,2017,14.04
GRC,Greece,MTU,Gamma cameras,2016,14.01
GRC,Greece,MTU,Gamma cameras,2015,14.6
GRC,Greece,MTU,Gamma cameras,2014,14.51
GRC,Greece,MTU,Gamma cameras,2013,14.41
GRC,Greece,MTU,Gamma cameras,2012,14.31
GRC,Greece,MTU,Gamma cameras,2011,14.41
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2019,31.9
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2018,29.35
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2017,28.73
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2016,26.91
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2015,24.77
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2014,22.86
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2013,22.07
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2012,21.91
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2011,22.42
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2010,22.93
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2009,22.06
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2008,19.86
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2007,18.1
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2006,16.52
GRC,Greece,MTU,Magnetic resonance imaging (MRI) units,2005,13.38
GRC,Greece,MTU,Radiation therapy equipment,2022,7.05
GRC,Greece,MTU,Radiation therapy equipment,2021,6.81
GRC,Greece,MTU,Radiation therapy equipment,2020,6.73
GRC,Greece,MTU,Radiation therapy equipment,2019,6.62
GRC,Greece,MTU,Radiation therapy equipment,2018,7.17
GRC,Greece,MTU,Radiation therapy equipment,2017,6.97
GRC,Greece,MTU,Radiation therapy equipment,2016,6.77
GRC,Greece,MTU,Radiation therapy equipment,2015,6.19
GRC,Greece,MTU,Radiation therapy equipment,2014,6.24
GRC,Greece,MTU,Radiation therapy equipment,2013,5.65
GRC,Greece,MTU,Radiation therapy equipment,2012,5.98
GRC,Greece,MTU,Radiation therapy equipment,2011,6.3
GRC,Greece,MTU,Radiation therapy equipment,2010,6.29
GRC,Greece,MTU,Radiation therapy equipment,2009,5.76
GRC,Greece,MTU,Radiation therapy equipment,2008,5.6
GRC,Greece,MTU,Radiation therapy equipment,2007,5.52
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2022,1.45
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2021,1.32
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2020,1.31
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2019,1.31
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2018,1.21
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2017,1.12
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2016,1.21
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2015,0.92
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2014,0.46
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2013,0.46
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2012,0.45
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2011,0.36
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2010,0.36
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2009,0.36
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2008,0.36
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2007,0.36
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2006,0.18
GRC,Greece,MTU,Positron emission tomography (PET) scanners,2005,0.09
GRC,Greece,MTU,Mammographs,2022,73.83
GRC,Greece,MTU,Mammographs,2021,70.58
GRC,Greece,MTU,Mammographs,2020,68.79
GRC,Greece,MTU,Mammographs,2019,66.78
GRC,Greece,MTU,Mammographs,2018,65.96
GRC,Greece,MTU,Mammographs,2017,64.71
GRC,Greece,MTU,Mammographs,2016,60.32
GRC,Greece,MTU,Mammographs,2015,60.81
GRC,Greece,MTU,Mammographs,2014,57.75
GRC,Greece,MTU,Mammographs,2013,55.91
GRC,Greece,MTU,Mammographs,2012,55.5
GRC,Greece,MTU,Mammographs,2011,54.39
GRC,Greece,MTU,Mammographs,2010,52.51
GRC,Greece,MTU,Mammographs,2009,49.16
GRC,Greece,MTU,Mammographs,2008,45.59
GRC,Greece,MTU,Mammographs,2007,43.36
GRC,Greece,MTU,Mammographs,2006,39.66
GRC,Greece,MTU,Mammographs,2005,36.86
GRC,Greece,MTU,Computed tomography (CT) scanners,2022,49.13
GRC,Greece,MTU,Computed tomography (CT) scanners,2021,45.23
GRC,Greece,MTU,Computed tomography (CT) scanners,2020,43.74
GRC,Greece,MTU,Computed tomography (CT) scanners,2019,42.53
GRC,Greece,MTU,Computed tomography (CT) scanners,2018,40.62
GRC,Greece,MTU,Computed tomography (CT) scanners,2017,38.49
GRC,Greece,MTU,Computed tomography (CT) scanners,2016,35.91
GRC,Greece,MTU,Computed tomography (CT) scanners,2015,36.13
GRC,Greece,MTU,Computed tomography (CT) scanners,2014,34.61
GRC,Greece,MTU,Computed tomography (CT) scanners,2013,33.65
GRC,Greece,MTU,Computed tomography (CT) scanners,2012,33.41
GRC,Greece,MTU,Computed tomography (CT) scanners,2011,33.14
GRC,Greece,MTU,Computed tomography (CT) scanners,2010,32.73
GRC,Greece,MTU,Computed tomography (CT) scanners,2009,31.24
GRC,Greece,MTU,Computed tomography (CT) scanners,2008,31.05
GRC,Greece,MTU,Computed tomography (CT) scanners,2007,29.33
GRC,Greece,MTU,Computed tomography (CT) scanners,2006,26.68
GRC,Greece,MTU,Computed tomography (CT) scanners,2005,25.48
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1996,1.36
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1995,0.97
HUN,Hungary,MTU,Mammographs,2002,11.42
HUN,Hungary,MTU,Mammographs,2001,10.4
HUN,Hungary,MTU,Mammographs,2000,9.4
HUN,Hungary,MTU,Mammographs,1999,9.18
HUN,Hungary,MTU,Mammographs,1998,7.89
HUN,Hungary,MTU,Mammographs,1997,6.8
HUN,Hungary,MTU,Mammographs,2016,14.77
HUN,Hungary,MTU,Mammographs,2015,14.63
HUN,Hungary,MTU,Mammographs,2014,14.6
HUN,Hungary,MTU,Mammographs,2013,14.56
HUN,Hungary,MTU,Mammographs,2012,14.42
HUN,Hungary,MTU,Mammographs,2011,14.46
HUN,Hungary,MTU,Mammographs,2010,14.4
HUN,Hungary,MTU,Mammographs,2009,14.57
HUN,Hungary,MTU,Mammographs,2008,14.15
HUN,Hungary,MTU,Mammographs,2007,14.12
HUN,Hungary,MTU,Mammographs,2006,13.4
HUN,Hungary,MTU,Mammographs,2005,13.09
HUN,Hungary,MTU,Mammographs,2004,12.57
HUN,Hungary,MTU,Mammographs,2003,11.85
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2011,0.4
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2010,0.4
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2009,0.4
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2008,0.6
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2007,0.6
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2006,0.6
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2005,0.5
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2004,0.3
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2003,0.1
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2002,0.1
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2001,0.1
HUN,Hungary,MTU,Positron emission tomography (PET) scanners,2000,0.1
HUN,Hungary,MTU,Gamma cameras,2017,11.65
HUN,Hungary,MTU,Gamma cameras,2016,11.62
HUN,Hungary,MTU,Gamma cameras,2015,11.48
HUN,Hungary,MTU,Gamma cameras,2014,11.45
HUN,Hungary,MTU,Gamma cameras,2013,11.42
HUN,Hungary,MTU,Gamma cameras,2012,10.89
HUN,Hungary,MTU,Gamma cameras,2011,10.94
HUN,Hungary,MTU,Gamma cameras,2010,10.9
HUN,Hungary,MTU,Gamma cameras,2009,10.87
HUN,Hungary,MTU,Gamma cameras,2008,10.16
HUN,Hungary,MTU,Gamma cameras,2007,11.83
HUN,Hungary,MTU,Gamma cameras,2006,10.72
HUN,Hungary,MTU,Gamma cameras,2005,10.21
HUN,Hungary,MTU,Gamma cameras,2004,10.09
HUN,Hungary,MTU,Gamma cameras,2003,9.67
HUN,Hungary,MTU,Gamma cameras,2002,8.96
HUN,Hungary,MTU,Gamma cameras,2001,8.34
HUN,Hungary,MTU,Gamma cameras,2000,8.23
HUN,Hungary,MTU,Mammographs,2017,15.32
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1994,0.77
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1993,0.39
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1992,0.29
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1991,0.29
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1990,0.1
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1989,0.1
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1988,0.09
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1987,0.09
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1986,0.09
HUN,Hungary,MTU,Magnetic resonance imaging (MRI) units,1985,0.09
HUN,Hungary,MTU,Computed tomography (CT) scanners,2022,10.68
HUN,Hungary,MTU,Computed tomography (CT) scanners,2021,10.3
HUN,Hungary,MTU,Computed tomography (CT) scanners,2020,9.64
HUN,Hungary,MTU,Computed tomography (CT) scanners,2019,9.42
HUN,Hungary,MTU,Computed tomography (CT) scanners,2018,9.41
HUN,Hungary,MTU,Computed tomography (CT) scanners,2017,9.19
HUN,Hungary,MTU,Computed tomography (CT) scanners,2016,8.86
HUN,Hungary,MTU,Computed tomography (CT) scanners,2015,8.43
HUN,Hungary,MTU,Computed tomography (CT) scanners,2014,8.31
HUN,Hungary,MTU,Computed tomography (CT) scanners,2013,7.88
HUN,Hungary,MTU,Computed tomography (CT) scanners,2012,7.66
HUN,Hungary,MTU,Computed tomography (CT) scanners,2011,7.33
HUN,Hungary,MTU,Computed tomography (CT) scanners,2010,7.3
HUN,Hungary,MTU,Computed tomography (CT) scanners,2009,7.18
HUN,Hungary,MTU,Computed tomography (CT) scanners,2008,7.07
HUN,Hungary,MTU,Computed tomography (CT) scanners,2007,7.26
HUN,Hungary,MTU,Computed tomography (CT) scanners,2006,7.25
HUN,Hungary,MTU,Computed tomography (CT) scanners,2005,7.14
HUN,Hungary,MTU,Computed tomography (CT) scanners,2004,6.83
HUN,Hungary,MTU,Computed tomography (CT) scanners,2003,6.52
HUN,Hungary,MTU,Computed tomography (CT) scanners,2002,6.3
HUN,Hungary,MTU,Computed tomography (CT) scanners,2001,5.99
HUN,Hungary,MTU,Computed tomography (CT) scanners,2000,5.68
HUN,Hungary,MTU,Computed tomography (CT) scanners,1999,5.08
HUN,Hungary,MTU,Computed tomography (CT) scanners,1998,4.97
HUN,Hungary,MTU,Computed tomography (CT) scanners,1997,4.57
